Id	Word	Percentage Known	Prevalence	N	Length	Coltheart's N	OLD20	Relative Frequency	Zipf	Relative Contextual Diversity	Logarithm Contextual Diversity
26453	muntanyisme	0.99	2.10	387	11	0	3.20	0.38	2.58	1129.06	3.05
26454	muntanyós	0.99	2.09	443	9	3	2.05	1.06	3.03	3280.21	3.52
26455	muntaplats	0.73	0.62	406	10	0	3.40	0.06	1.79	154.50	2.19
26456	muntar	1.00	2.33	406	6	8	1.30	47.32	4.68	109102.58	5.04
26457	muntatge	0.99	2.26	438	8	0	2.50	15.30	4.19	35297.89	4.55
26458	muntell	0.53	0.06	424	7	2	1.80	0.01	0.86	23.77	1.39
26459	munter	0.48	-0.05	422	6	9	1.40	0.06	1.76	178.27	2.25
26460	munteria	0.51	0.04	404	8	2	1.85	0.01	1.03	35.65	1.56
26461	muntès	0.52	0.05	460	6	3	1.80	0.00	0.56	11.89	1.11
26462	muntijol	0.41	-0.24	395	8	0	2.80	0.01	1.03	23.77	1.39
26463	muntó	0.40	-0.24	405	5	11	1.30	0.05	1.70	154.50	2.19
26464	muntura	0.83	0.94	433	7	4	1.80	0.75	2.87	2044.19	3.31
26465	munyida	0.98	1.93	403	7	1	1.90	0.24	2.38	546.70	2.74
26466	munyidor	0.98	2.03	435	8	0	2.25	0.03	1.51	106.96	2.03
26467	munyidora	0.98	1.95	428	9	2	2.40	0.06	1.79	130.73	2.12
26468	munyiment	0.83	0.94	420	9	1	2.65	0.01	0.86	23.77	1.39
26469	munyir	1.00	2.34	437	6	8	1.40	2.73	3.44	5300.63	3.72
26470	muó	0.16	-0.99	426	3	9	1.40	0.01	1.03	35.65	1.56
26471	muònic	0.17	-0.96	429	6	0	1.95	0.00	0.56	11.89	1.11
26472	mur	0.99	2.33	396	3	20	1.00	17.54	4.24	28666.17	4.46
26473	mura	0.53	0.07	423	4	26	1.00	0.56	2.75	380.31	2.58
26474	murada	0.58	0.19	419	6	11	1.45	0.09	1.95	178.27	2.25
26475	mural	0.99	2.19	420	5	7	1.50	2.98	3.48	5015.39	3.70
26476	muralista	0.93	1.45	447	9	2	2.45	0.08	1.92	166.39	2.22
26477	muralla	0.98	2.02	421	7	2	1.85	8.49	3.93	13013.87	4.11
26478	muralleta	0.86	1.08	413	9	0	2.45	0.01	1.16	47.54	1.69
26479	murcià	1.00	2.34	418	6	1	1.90	0.38	2.58	1081.52	3.03
26480	múrex	0.11	-1.19	400	5	1	1.95	0.04	1.56	71.31	1.86
26481	murexida	0.18	-0.89	390	8	0	3.00	0.00	0.56	11.89	1.11
26482	murga	0.96	1.68	427	5	6	1.55	2.26	3.35	6144.45	3.79
26483	murgó	0.45	-0.13	435	5	4	1.75	0.01	0.86	23.77	1.39
26484	múrgola	0.85	1.03	398	7	0	2.45	0.28	2.44	415.97	2.62
26485	murgonar	0.28	-0.59	424	8	0	2.90	0.00	0.56	11.89	1.11
26486	múria	0.34	-0.42	430	5	9	1.45	0.02	1.33	59.42	1.78
26487	muriat	0.24	-0.69	434	6	1	1.90	0.00	0.56	11.89	1.11
26488	muricec	0.28	-0.59	434	7	0	2.85	0.05	1.67	83.19	1.93
26489	múrids	0.30	-0.51	421	6	0	2.00	0.01	1.16	23.77	1.39
26490	murmuració	0.91	1.32	404	10	0	3.00	0.03	1.40	47.54	1.69
26491	murmurador	0.91	1.30	422	10	0	2.60	0.02	1.25	11.89	1.11
26492	murmurar	0.93	1.46	410	8	1	1.80	0.36	2.56	915.13	2.96
26493	murmurejar	0.85	1.00	409	10	0	2.90	0.01	0.86	11.89	1.11
26494	murmuri	0.93	1.47	440	7	4	1.70	1.24	3.09	3220.78	3.51
26495	muró	0.40	-0.25	393	4	15	1.00	0.01	1.03	35.65	1.56
26496	murri	0.91	1.32	404	5	5	1.65	2.87	3.46	6168.22	3.79
26497	murrieria	0.69	0.49	414	9	0	2.90	0.06	1.76	190.16	2.28
26498	murta	0.48	-0.06	407	5	11	1.25	0.14	2.16	273.35	2.44
26499	murtar	0.23	-0.72	420	6	3	1.70	0.01	1.16	23.77	1.39
26500	murtó	0.37	-0.33	419	5	5	1.65	0.00	0.56	11.89	1.11
26501	murtra	0.71	0.53	394	6	0	1.90	0.43	2.63	867.59	2.94
26502	murtrar	0.30	-0.53	435	7	0	2.25	0.01	0.86	11.89	1.11
26503	mus	0.85	1.02	449	3	28	1.00	0.69	2.84	950.79	2.98
26504	musa	0.95	1.60	414	4	17	1.00	2.56	3.41	5146.12	3.71
26505	musaranya	0.92	1.39	410	9	0	2.95	0.53	2.72	713.09	2.85
26506	musc	0.40	-0.25	426	4	8	1.40	0.13	2.10	213.93	2.33
26507	muscicàpids	0.18	-0.89	421	11	0	4.85	0.00	0.56	11.89	1.11
26508	múscids	0.29	-0.54	404	7	0	2.75	0.00	0.56	11.89	1.11
26509	musclada	0.92	1.37	406	8	1	2.15	0.01	1.16	47.54	1.69
26510	musclaire	0.88	1.15	440	9	0	2.85	0.01	1.16	47.54	1.69
26511	muscle	0.95	1.61	428	6	3	1.80	0.21	2.33	618.01	2.79
26512	musclera	0.97	1.84	465	8	0	2.70	0.16	2.21	380.31	2.58
26513	musclo	0.92	1.35	437	6	2	1.85	1.84	3.27	2971.20	3.47
26514	múscul	0.98	1.98	425	6	0	2.50	5.84	3.77	12550.36	4.10
26515	musculació	0.99	2.13	420	10	0	2.85	0.39	2.59	1140.94	3.06
26516	muscular	1.00	2.44	429	8	1	2.30	5.29	3.72	12847.48	4.11
26517	musculat	0.98	1.99	430	8	1	2.45	0.49	2.69	1378.64	3.14
26518	musculatura	0.99	2.18	407	11	0	3.55	4.41	3.64	8164.87	3.91
26519	musculós	0.99	2.19	420	8	0	2.55	0.76	2.88	2210.58	3.35
26520	museístic	0.89	1.23	408	9	0	3.55	0.21	2.31	594.24	2.78
26521	museïtzar	0.63	0.34	404	9	1	3.40	0.03	1.40	71.31	1.86
26522	musell	0.66	0.42	414	6	4	1.75	1.41	3.15	2792.93	3.45
26523	museografia	0.82	0.89	410	11	0	3.00	0.07	1.86	202.04	2.31
26524	museogràfic	0.89	1.23	415	11	0	3.15	0.05	1.67	130.73	2.12
26525	museòleg	0.90	1.27	415	8	0	2.85	0.02	1.33	59.42	1.78
26526	museologia	0.89	1.21	415	10	0	2.95	0.03	1.40	83.19	1.93
26527	muserola	0.57	0.18	408	8	0	2.70	0.02	1.25	35.65	1.56
26528	museu	0.99	2.32	393	5	4	1.65	54.12	4.73	75052.59	4.88
26529	music	0.73	0.60	384	5	6	1.45	5.75	3.76	8889.84	3.95
26530	músic	1.00	2.44	438	5	1	1.85	14.96	4.18	31447.21	4.50
26531	musica	0.76	0.69	427	6	4	1.55	0.49	2.69	1378.64	3.14
26532	música	1.00	2.58	434	6	2	1.85	207.09	5.32	233239.44	5.37
26533	musicadura	0.21	-0.80	395	10	0	3.30	0.01	1.16	35.65	1.56
26534	musical	1.00	2.58	410	7	2	1.80	35.93	4.56	64284.95	4.81
26535	musicalitat	0.99	2.14	438	11	0	3.45	0.50	2.70	1366.75	3.14
26536	musicalment	0.99	2.25	407	11	0	3.05	1.61	3.21	4361.73	3.64
26537	musicar	0.86	1.08	428	7	2	1.75	0.45	2.65	1081.52	3.03
26538	musicastre	0.44	-0.16	423	10	0	3.35	0.00	0.56	11.89	1.11
26539	musicat	0.79	0.79	403	7	2	1.70	0.45	2.65	1057.75	3.03
26540	musicòleg	0.96	1.72	418	9	0	2.70	0.12	2.09	380.31	2.58
26541	musicologia	0.95	1.59	432	11	0	3.15	0.04	1.60	130.73	2.12
26542	musicòman	0.77	0.72	427	9	0	3.45	0.01	1.16	11.89	1.11
26543	musiqueries	0.62	0.29	428	11	0	3.60	0.02	1.33	11.89	1.11
26544	musiqueta	0.99	2.11	404	9	0	2.55	1.73	3.24	4124.03	3.62
26545	muslim	0.29	-0.55	396	6	1	1.85	0.04	1.56	83.19	1.93
26546	mussa	0.90	1.29	389	5	8	1.55	0.35	2.54	487.28	2.69
26547	mussaca	0.79	0.78	402	7	1	2.00	0.19	2.29	273.35	2.44
26548	musseta	0.45	-0.13	416	7	1	1.95	0.01	0.86	23.77	1.39
26549	mussitar	0.81	0.86	454	8	0	2.70	0.00	0.56	11.89	1.11
26550	mussol	1.00	2.34	420	6	0	1.90	9.25	3.97	12562.25	4.10
26551	mussola	0.81	0.86	419	7	1	2.00	0.17	2.23	309.01	2.49
26552	mussolina	0.77	0.73	445	9	1	2.75	0.25	2.40	582.36	2.77
26553	musteir	0.22	-0.77	416	7	0	2.20	0.02	1.33	35.65	1.56
26554	mustela	0.92	1.35	417	7	2	1.90	0.36	2.55	309.01	2.49
26555	mustèlids	0.73	0.61	430	9	0	3.50	0.24	2.38	499.16	2.70
26556	musti	0.71	0.55	423	5	6	1.45	0.03	1.40	59.42	1.78
26557	mustiesa	0.60	0.24	430	8	0	2.55	0.01	0.86	11.89	1.11
26558	musulmà	1.00	2.35	446	7	0	3.00	4.98	3.70	9365.23	3.97
26559	mut	1.00	2.58	398	3	20	1.00	4.01	3.60	9757.43	3.99
26560	mutabilitat	0.91	1.34	433	11	0	2.45	0.02	1.33	47.54	1.69
26561	mutable	0.97	1.81	424	7	1	2.20	0.05	1.70	166.39	2.22
26562	mutació	1.00	2.33	405	7	0	2.00	1.96	3.29	4230.99	3.63
26563	mutagen	0.45	-0.12	438	7	1	2.10	0.01	0.86	23.77	1.39
26564	mutant	0.99	2.13	422	6	4	1.60	2.29	3.36	4718.27	3.67
26565	mutilació	0.99	2.08	429	9	1	2.60	0.51	2.71	1105.29	3.04
26566	mutilar	0.98	1.89	405	7	1	1.85	0.37	2.57	1117.17	3.05
26567	mutilat	0.97	1.80	418	7	3	1.70	0.56	2.75	1675.76	3.22
26568	mutis	0.96	1.68	456	5	12	1.15	0.61	2.79	1402.41	3.15
26569	mutisme	0.95	1.61	404	7	1	2.25	0.22	2.34	427.85	2.63
26570	mutu	0.82	0.89	414	4	8	1.45	2.16	3.33	6287.07	3.80
26571	mutual	0.82	0.90	405	6	0	1.95	0.08	1.90	178.27	2.25
26572	mutualisme	0.96	1.66	413	10	0	2.65	0.03	1.46	59.42	1.78
26573	mutualista	0.98	1.89	405	10	0	2.75	0.01	1.16	47.54	1.69
26574	mutualitat	0.98	1.93	412	10	0	2.70	0.04	1.60	95.08	1.98
26575	mutualment	0.78	0.77	433	10	0	2.65	0.01	0.86	23.77	1.39
26576	mútuament	0.98	1.98	420	9	0	2.90	4.45	3.65	13620.00	4.13
26577	mutxera	0.21	-0.79	446	7	1	2.20	0.04	1.60	23.77	1.39
26578	na	0.65	0.38	396	2	28	1.00	87.65	4.94	40598.52	4.61
26579	nabab	0.12	-1.15	412	5	1	1.85	0.07	1.81	118.85	2.08
26580	nabateu	0.22	-0.76	431	7	1	2.05	0.05	1.73	106.96	2.03
26581	nabí	0.55	0.12	410	4	2	1.85	0.18	2.26	166.39	2.22
26582	nabinera	0.23	-0.72	401	8	0	2.50	0.01	1.03	35.65	1.56
26583	nabiu	0.84	1.00	432	5	4	1.75	0.40	2.60	760.63	2.88
26584	nació	1.00	2.58	432	5	3	1.85	15.21	4.18	30163.65	4.48
26585	nacional	1.00	2.45	455	8	2	2.25	85.96	4.93	127417.07	5.11
26586	nacionalisme	1.00	2.44	429	12	1	2.70	2.27	3.36	4991.62	3.70
26587	nacionalista	1.00	2.58	410	12	1	2.70	4.51	3.65	10232.82	4.01
26588	nacionalitat	0.99	2.26	437	12	1	2.30	4.95	3.70	11373.77	4.06
26589	nacionalment	0.95	1.60	418	12	1	3.10	0.13	2.12	439.74	2.64
26590	nacra	0.71	0.54	405	5	7	1.55	0.13	2.11	190.16	2.28
26591	nacrat	0.82	0.89	402	6	3	1.75	0.09	1.94	249.58	2.40
26592	nacre	0.68	0.46	446	5	5	1.65	0.47	2.67	938.90	2.97
26593	nadador	0.87	1.12	420	7	1	1.85	0.11	2.05	237.70	2.38
26594	nadal	1.00	2.34	424	5	8	1.45	88.74	4.95	87448.45	4.94
26595	nadala	0.99	2.20	449	6	1	1.90	1.25	3.10	2531.47	3.40
26596	nadalenc	1.00	2.58	406	8	0	2.65	1.74	3.24	3898.22	3.59
26597	nadant	0.80	0.83	424	6	3	1.80	0.04	1.60	118.85	2.08
26598	nadar	0.81	0.87	417	5	12	1.30	0.67	2.83	1770.84	3.25
26599	nadir	0.35	-0.39	408	5	3	1.75	0.08	1.90	190.16	2.28
26600	nadís	0.23	-0.74	415	5	1	1.90	0.01	1.03	23.77	1.39
26601	nadiu	0.98	1.97	404	5	7	1.45	0.40	2.60	1057.75	3.03
26602	nadó	1.00	2.58	415	4	8	1.55	15.81	4.20	26586.33	4.43
26603	nafil	0.10	-1.28	416	5	0	1.95	0.01	0.86	23.77	1.39
26604	nafra	0.94	1.55	409	5	7	1.40	0.47	2.67	1307.33	3.12
26605	nafrar	0.83	0.94	436	6	2	1.85	0.01	1.03	35.65	1.56
26606	nafta	0.76	0.69	414	5	2	1.75	0.06	1.79	154.50	2.19
26607	naftalè	0.71	0.55	411	7	0	2.75	0.01	1.16	47.54	1.69
26608	naftalina	0.97	1.82	400	9	0	2.90	0.32	2.51	903.25	2.96
26609	naftol	0.26	-0.64	427	6	0	2.65	0.01	1.03	23.77	1.39
26610	nagana	0.08	-1.41	425	6	2	1.90	0.03	1.40	35.65	1.56
26611	nahua	0.05	-1.64	431	5	1	1.90	0.01	1.03	35.65	1.56
26612	naia	0.22	-0.77	445	4	24	1.00	0.08	1.90	106.96	2.03
26613	nàiada	0.32	-0.47	429	6	1	1.90	0.05	1.70	106.96	2.03
26614	naïf	0.88	1.15	429	4	1	1.90	0.63	2.80	1854.03	3.27
26615	naip	0.60	0.24	426	4	4	1.70	0.02	1.25	59.42	1.78
26616	naixement	0.98	1.94	419	9	1	2.60	18.14	4.26	46006.11	4.66
26617	naixença	0.96	1.67	418	8	0	2.75	0.24	2.39	760.63	2.88
26618	naixent	0.99	2.08	434	7	0	1.90	1.22	3.09	3541.67	3.55
26619	nàixer	0.80	0.82	432	6	1	1.95	0.49	2.69	1140.94	3.06
26620	nan	0.95	1.57	405	3	25	1.00	4.44	3.65	7487.43	3.87
26621	nanisme	0.81	0.86	405	7	1	1.90	0.05	1.67	118.85	2.08
26622	nannar	0.12	-1.15	390	6	2	1.85	0.03	1.40	35.65	1.56
26623	nanquins	0.08	-1.36	422	8	0	2.55	0.01	1.03	23.77	1.39
26624	nansa	0.93	1.47	437	5	9	1.35	1.37	3.14	2864.24	3.46
26625	nanser	0.33	-0.42	407	6	2	1.80	0.01	1.16	23.77	1.39
26626	nap	0.96	1.74	416	3	16	1.00	3.17	3.50	5740.36	3.76
26627	napa	0.63	0.32	423	4	24	1.00	0.41	2.61	879.48	2.95
26628	napada	0.23	-0.74	415	6	7	1.65	0.01	0.86	23.77	1.39
26629	napalm	0.55	0.12	398	6	0	2.00	0.40	2.60	962.67	2.98
26630	napar	0.34	-0.40	435	5	8	1.45	0.11	2.05	309.01	2.49
26631	napbuf	0.70	0.51	414	6	0	2.90	0.03	1.46	95.08	1.98
26632	napea	0.06	-1.53	427	5	2	1.80	0.01	1.16	23.77	1.39
26633	nàpia	0.96	1.75	426	5	2	1.85	0.76	2.88	1271.68	3.11
26634	napicol	0.35	-0.39	436	7	0	2.80	0.01	1.03	23.77	1.39
26635	napoleó	0.95	1.64	412	7	0	2.90	6.43	3.81	9091.88	3.96
26636	napoleònic	1.00	2.45	449	10	0	3.50	0.17	2.23	415.97	2.62
26637	napolità	0.99	2.24	390	8	0	3.00	0.48	2.68	1176.60	3.07
26638	naquera	0.15	-1.01	436	7	4	1.80	0.01	0.86	11.89	1.11
26639	narbonès	0.77	0.74	408	8	0	2.35	0.01	0.86	23.77	1.39
26640	narcís	1.00	2.44	432	6	2	1.90	15.50	4.19	17708.37	4.25
26641	narcisisme	0.99	2.11	395	10	0	3.25	0.23	2.37	653.67	2.82
26642	narcisista	0.99	2.06	403	10	0	3.45	0.46	2.66	1378.64	3.14
26643	narcosi	0.59	0.22	411	7	0	2.65	0.11	2.03	273.35	2.44
26644	narcòtic	1.00	2.58	436	8	0	2.75	0.28	2.45	796.28	2.90
26645	narcotisme	0.81	0.85	418	10	0	3.20	0.01	1.16	11.89	1.11
26646	narcotitzar	0.98	1.89	408	11	1	3.00	0.02	1.25	59.42	1.78
26647	narcotràfic	0.99	2.18	416	11	0	4.15	1.26	3.10	3173.25	3.50
26648	nard	0.74	0.64	450	4	10	1.35	0.03	1.46	83.19	1.93
26649	narguil	0.21	-0.80	402	7	0	2.75	0.18	2.25	392.20	2.60
26650	nariu	0.81	0.88	424	5	5	1.70	0.22	2.34	439.74	2.64
26651	naronja	0.18	-0.92	410	7	1	2.35	0.01	1.03	35.65	1.56
26652	narració	1.00	2.43	396	8	0	2.55	2.61	3.42	6631.73	3.82
26653	narrador	0.99	2.11	403	8	1	1.85	5.88	3.77	9769.32	3.99
26654	narrar	0.99	2.12	419	6	6	1.55	0.80	2.91	2483.93	3.40
26655	narratiu	1.00	2.33	414	8	0	2.65	0.82	2.92	2329.42	3.37
26656	nàrtex	0.22	-0.77	441	6	0	2.55	0.05	1.67	106.96	2.03
26657	narval	0.46	-0.11	423	6	2	1.70	0.53	2.73	213.93	2.33
26658	nas	1.00	2.58	427	3	26	1.00	51.82	4.71	110980.38	5.05
26659	nasal	0.96	1.75	453	5	6	1.55	2.16	3.34	4765.81	3.68
26660	nasalitat	0.67	0.45	421	9	1	2.70	0.01	1.03	35.65	1.56
26661	nasalment	0.87	1.10	412	9	0	2.75	0.00	0.56	11.89	1.11
26662	nascut	0.99	2.26	425	6	2	1.85	30.24	4.48	78701.23	4.90
26663	nasogàstric	0.81	0.87	404	11	0	4.55	0.01	1.16	35.65	1.56
26664	nassada	0.63	0.33	426	7	3	1.85	0.00	0.56	11.89	1.11
26665	nassal	0.93	1.48	428	6	3	1.75	0.03	1.51	95.08	1.98
26666	nassut	0.95	1.60	421	6	3	1.75	0.77	2.89	1319.21	3.12
26667	nàstia	0.24	-0.70	409	6	1	1.95	0.07	1.86	23.77	1.39
26668	nat	0.96	1.69	388	3	23	1.00	5.34	3.73	8034.13	3.91
26669	nata	1.00	2.44	409	4	23	1.00	13.32	4.12	24280.67	4.39
26670	natació	1.00	2.58	384	7	2	1.90	10.84	4.04	18195.65	4.26
26671	natal	0.99	2.12	408	5	5	1.65	5.34	3.73	14071.62	4.15
26672	natalici	0.93	1.43	415	8	0	2.90	0.03	1.51	83.19	1.93
26673	natalitat	1.00	2.44	422	9	2	2.35	1.35	3.13	2923.66	3.47
26674	natatori	0.59	0.23	422	8	0	2.55	0.04	1.56	71.31	1.86
26675	natgera	0.53	0.08	418	7	0	2.30	0.00	0.56	11.89	1.11
26676	natilla	0.68	0.47	408	7	1	1.95	0.12	2.07	225.81	2.36
26677	natiu	0.71	0.55	403	5	6	1.65	0.45	2.65	1307.33	3.12
26678	nativament	0.89	1.21	430	10	0	2.75	0.00	0.56	11.89	1.11
26679	nativitat	0.95	1.59	411	9	0	2.65	0.54	2.73	796.28	2.90
26680	natja	0.91	1.35	411	5	0	1.90	0.23	2.37	665.55	2.82
26681	natjada	0.65	0.38	415	7	1	1.95	0.04	1.60	35.65	1.56
26682	nató	0.25	-0.68	420	4	7	1.55	0.00	0.56	11.89	1.11
26683	natró	0.19	-0.86	428	5	1	1.90	0.05	1.70	118.85	2.08
26684	natura	1.00	2.58	391	6	2	1.80	66.81	4.83	103968.34	5.02
26685	natural	1.00	2.58	433	7	0	1.95	92.65	4.97	174148.16	5.24
26686	naturalesa	0.97	1.86	445	10	0	3.15	21.43	4.33	46766.74	4.67
26687	naturalisme	0.98	1.98	415	11	0	2.85	0.14	2.15	356.54	2.55
26688	naturalista	0.99	2.14	440	11	0	2.65	1.99	3.30	5158.01	3.71
26689	naturalitat	1.00	2.58	398	11	0	2.55	4.00	3.60	11456.96	4.06
26690	naturalitzar	0.99	2.27	441	12	1	2.40	0.07	1.81	213.93	2.33
26691	naturalment	0.99	2.26	423	11	0	2.90	28.36	4.45	67493.85	4.83
26692	naturisme	0.98	1.96	446	9	0	2.60	0.06	1.76	166.39	2.22
26693	naturista	0.99	2.18	417	9	0	2.70	0.32	2.51	772.51	2.89
26694	naturòpata	0.97	1.84	422	10	0	3.75	0.09	1.95	225.81	2.36
26695	natzarè	0.94	1.51	392	7	1	2.60	0.18	2.25	249.58	2.40
26696	nau	1.00	2.58	438	3	26	1.00	48.55	4.69	50023.18	4.70
26697	nàufrag	1.00	2.58	420	7	0	2.55	0.83	2.92	1758.95	3.25
26698	naufragar	0.99	2.12	407	9	1	1.90	1.35	3.13	3815.03	3.58
26699	naufragi	1.00	2.34	418	8	3	2.10	3.68	3.57	7772.67	3.89
26700	naumàquia	0.29	-0.54	409	9	0	3.65	0.01	1.03	35.65	1.56
26701	nàusea	0.97	1.76	436	6	0	2.85	0.23	2.35	665.55	2.82
26702	nauseabund	0.86	1.08	424	10	0	4.40	0.07	1.81	190.16	2.28
26703	nauta	0.53	0.07	424	5	4	1.70	0.02	1.33	35.65	1.56
26704	nàutic	1.00	2.33	414	6	2	1.80	2.19	3.34	4777.70	3.68
26705	nàutil	0.49	-0.02	379	6	1	2.25	0.13	2.11	213.93	2.33
26706	nauxer	0.10	-1.24	417	6	0	1.95	0.04	1.56	59.42	1.78
26707	navada	0.18	-0.90	434	6	5	1.75	0.00	0.56	11.89	1.11
26708	naval	0.98	1.98	423	5	9	1.35	4.17	3.62	8438.22	3.93
26709	navalla	0.99	2.13	424	7	3	1.80	4.50	3.65	9507.85	3.98
26710	navarrès	0.99	2.18	416	8	1	2.60	0.78	2.89	2067.96	3.32
26711	navegable	0.99	2.24	400	9	0	2.85	0.55	2.74	1521.26	3.18
26712	navegació	1.00	2.34	427	9	0	2.90	9.37	3.97	19098.89	4.28
26713	navegador	0.99	2.19	425	9	0	2.55	1.87	3.27	2911.78	3.46
26714	navegant	1.00	2.44	407	8	0	2.00	6.21	3.79	14547.01	4.16
26715	navegar	1.00	2.34	424	7	2	1.75	16.06	4.21	29010.83	4.46
26716	navei	0.07	-1.46	427	5	0	2.00	0.01	0.86	11.89	1.11
26717	naveta	0.73	0.62	447	6	5	1.75	0.13	2.10	249.58	2.40
26718	navicular	0.37	-0.33	397	9	0	2.75	0.01	1.03	23.77	1.39
26719	navili	0.48	-0.06	400	6	0	1.95	0.20	2.30	392.20	2.60
26720	navilier	0.72	0.58	417	8	0	2.60	0.07	1.81	178.27	2.25
26721	nazi	0.98	1.90	375	4	3	1.80	6.76	3.83	11599.58	4.06
26722	nazireu	0.14	-1.06	380	7	0	2.70	0.01	1.03	11.89	1.11
26723	nazisme	0.99	2.07	424	7	1	2.35	1.59	3.20	3743.72	3.57
26724	ne	0.17	-0.94	406	2	26	1.00	205.92	5.31	395621.64	5.60
26725	neandertal	0.94	1.54	432	10	0	3.75	0.95	2.98	1497.49	3.18
26726	neboda	1.00	2.44	414	6	0	2.10	7.24	3.86	15462.14	4.19
26727	nebodalla	0.39	-0.26	403	9	0	3.70	0.00	0.56	11.89	1.11
26728	nebot	0.99	2.26	426	5	1	1.90	9.75	3.99	20441.88	4.31
26729	nebular	0.70	0.51	411	7	0	2.00	0.01	0.86	23.77	1.39
26730	nebulitzador	0.92	1.37	423	12	0	3.25	0.04	1.63	118.85	2.08
26731	nebulós	0.95	1.63	421	7	0	2.65	0.03	1.51	106.96	2.03
26732	nebulositat	0.93	1.41	417	11	0	3.60	0.02	1.25	35.65	1.56
26733	necessari	0.99	2.25	417	9	0	2.65	23.86	4.38	66103.33	4.82
26734	necesser	0.94	1.54	419	8	0	2.80	0.57	2.75	1449.95	3.16
26735	necessitar	1.00	2.58	397	10	2	1.70	6.58	3.82	20239.84	4.31
26736	necessitat	1.00	2.58	411	10	2	1.75	40.57	4.61	102007.35	5.01
26737	neci	0.94	1.49	408	4	5	1.70	0.18	2.26	427.85	2.63
26738	neciesa	0.49	-0.04	404	7	1	2.65	0.01	1.03	35.65	1.56
26739	nècora	0.94	1.55	450	6	1	2.05	0.04	1.60	71.31	1.86
26740	necròfag	0.96	1.66	413	8	0	2.95	0.03	1.40	83.19	1.93
26741	necrofàgia	0.92	1.36	426	10	0	3.25	0.00	0.56	11.89	1.11
26742	necròfil	0.98	2.02	416	8	0	2.50	0.03	1.40	71.31	1.86
26743	necrofília	0.99	2.33	394	10	1	3.35	0.08	1.90	237.70	2.38
26744	necrologia	0.98	2.02	420	10	2	2.30	0.00	0.56	11.89	1.11
26745	necrològic	0.99	2.19	432	10	1	2.40	0.00	0.56	11.89	1.11
26746	necròpoli	0.95	1.64	414	9	0	3.15	0.26	2.41	724.97	2.86
26747	necròpolis	0.99	2.06	404	10	0	3.05	0.76	2.88	1188.48	3.08
26748	necròpsia	0.93	1.48	441	9	0	3.20	0.06	1.79	190.16	2.28
26749	necrosar	0.71	0.54	429	8	1	2.30	0.01	0.86	23.77	1.39
26750	necrosi	0.96	1.74	387	7	3	2.25	0.21	2.33	582.36	2.77
26751	necròtic	0.92	1.40	416	8	1	2.45	0.02	1.25	59.42	1.78
26752	nèctar	0.99	2.26	431	6	0	2.35	3.49	3.54	5799.79	3.76
26753	nectari	0.63	0.33	432	7	1	2.20	0.04	1.56	95.08	1.98
26754	nectarífer	0.64	0.35	433	10	0	3.75	0.01	0.86	23.77	1.39
26755	nectarina	1.00	2.44	411	9	0	2.85	0.43	2.63	784.40	2.90
26756	nècton	0.18	-0.91	401	6	0	2.80	0.02	1.25	35.65	1.56
26757	nedada	0.85	1.02	431	6	5	1.75	0.08	1.92	202.04	2.31
26758	nedador	0.97	1.87	424	7	2	1.80	1.85	3.27	4468.69	3.65
26759	nedant	0.98	1.91	427	6	6	1.60	6.74	3.83	17114.13	4.23
26760	nedar	0.97	1.80	416	5	6	1.55	22.88	4.36	43023.02	4.63
26761	nèdol	0.25	-0.66	430	5	1	1.95	0.03	1.46	47.54	1.69
26762	neerlandès	0.96	1.72	396	10	1	3.45	0.56	2.75	1105.29	3.04
26763	nefand	0.15	-1.03	423	6	0	2.40	0.03	1.40	35.65	1.56
26764	nefari	0.22	-0.77	408	6	0	2.00	0.01	0.86	11.89	1.11
26765	nefast	0.99	2.13	429	6	0	2.15	0.92	2.96	2828.59	3.45
26766	nefòmetre	0.28	-0.58	427	9	0	2.80	0.00	0.56	11.89	1.11
26767	nefridi	0.27	-0.61	422	7	0	2.80	0.01	0.86	11.89	1.11
26768	nefrita	0.29	-0.56	419	7	0	2.20	0.03	1.40	59.42	1.78
26769	nefrític	0.96	1.72	394	8	0	2.55	0.15	2.17	344.66	2.54
26770	nefritis	0.90	1.28	417	8	1	2.60	0.01	1.16	47.54	1.69
26771	nefròleg	0.94	1.52	399	8	1	2.65	0.03	1.46	47.54	1.69
26772	nefrologia	0.93	1.48	412	10	2	2.45	0.04	1.60	130.73	2.12
26773	nefropatia	0.85	1.01	393	10	1	3.40	0.01	1.16	23.77	1.39
26774	negació	1.00	2.34	431	7	1	1.95	1.35	3.13	3910.10	3.59
26775	negada	0.96	1.71	387	6	10	1.45	0.71	2.85	2127.38	3.33
26776	negar	1.00	2.33	413	5	7	1.40	19.97	4.30	54931.60	4.74
26777	negat	0.99	2.25	410	5	9	1.30	10.09	4.00	26883.45	4.43
26778	negatiu	1.00	2.58	415	7	0	2.25	13.74	4.14	33336.90	4.52
26779	negativament	0.99	2.26	429	12	0	3.35	1.26	3.10	3898.22	3.59
26780	negativisme	1.00	2.34	438	11	0	3.60	0.04	1.56	106.96	2.03
26781	negativitat	1.00	2.34	420	11	0	2.85	0.38	2.58	1093.40	3.04
26782	negligé	0.44	-0.14	409	7	0	2.60	0.09	1.94	225.81	2.36
26783	negligència	1.00	2.33	405	11	0	3.70	2.60	3.42	6489.11	3.81
